1RESTING,3SPEAK,5LISTEN
0.78797268820387,0.18912914048901,0.05354340378657
0.35633577113286,-0.32234541939003,0.83595940628257
0.43391995077342,-1.15935854026193,-1.08101355032201
-0.48508582092073,0.86794567778938,-0.26570153551860
-0.15330195863065,-0.85405935256448,-1.57143158972222
0.78843453724594,-1.29721778425042,0.29656101625775
0.32178152691839,-1.94121383069693,-0.67722704354595
0.91943817951471,0.24442844990377,-0.00199624402092
0.05901295275106,-0.18237839458834,0.66532893441839
0.44071157704642,-0.53482496232993,-2.04071145283233
-2.63036954607065,0.75782519281553,-0.20775899803459
1.28452940685538,0.72707105957310,-0.63737549961518
1.03335974082106,0.64343886591384,1.32118478754835
0.66072566421735,1.02614130779561,0.81379504783567
0.25655423143837,0.05837676849045,1.05638666596009
-1.07302011286321,0.25734178175329,0.74535840113212
0.33696579462520,-0.02564076592513,0.71404411893216
-0.94149464115730,-1.17724873016041,-1.96589718693651
0.64336133984342,-2.37021402594095,-1.13827588683485
0.00168830501587,0.04480813652955,-1.11190780797676
-0.37699099846899,-0.66698911284831,-0.79652292453658
0.35573504440681,-0.18257824180006,1.00429297472318
0.72123665509392,1.03422367708699,1.51310740312182
-0.56745735886350,1.69021647837956,1.06502737455070
1.06120876408692,-1.35943651479228,0.69175439465262
-0.23826695657888,0.60645388220528,-0.18660317964439
-0.27209082413642,0.08337864839303,-0.96293203388944
0.61104943962941,0.83193453518991,0.30725800962864
-3.76131096849457,0.99398302069516,1.26948265292237
0.65203819607236,-0.37314635978560,0.04758393800767
0.11060255194185,-0.70167309330138,-1.55276036709848
-0.61007942760308,-1.14567839134861,0.21643647822673
0.40270799872753,1.31922055617925,-0.24236397741393
0.50923318037895,1.05482821570449,0.35381551183720
0.12261985478876,0.51707138866381,0.68443728907836
-0.15754303395003,-0.04388648511741,0.03821304249557
0.39057211925344,0.72507037919934,0.18653017817853
0.92894737907221,-0.43678168686143,0.44419599073619
0.16481560133566,1.08050692621916,-0.79178308030516
-1.80769505719127,0.62662961756386,0.36166330603921
-0.08104680639858,-1.07848997959136,-0.40390190690118
-0.17696376309968,-2.09327216387228,-0.56294543945523
-0.01149723137201,-0.47080650275427,-0.03979542363809
-3.30696778078683,0.57144528804917,-3.15289590735324
-1.44955673208097,0.80381514919721,0.84113148196684
-0.64406339667671,-0.92888943588179,-0.81546955994548
0.21401546414258,-0.20012836020014,-0.12416778733060
0.14782546234947,0.89149562905426,-0.43906751301757
-2.85327238134587,-2.12482262837573,0.05213854018786
0.33198003963158,0.67254920700337,1.37103534812647
-1.48899153490385,-0.20767402279082,-1.79541471268998
0.46575108505153,-0.02478617066614,1.12513645994073
0.76094598357118,-0.01928871615126,-2.46535974299665
0.76107055823787,0.13527709226075,0.24612519237349
-0.11998515610531,-0.19650461131124,-0.34991886257372
0.13562175889018,-2.03128750851763,-1.56931453770819
0.53181869328323,0.71787422338477,-0.22436805517800
1.08342572827642,0.71197652238232,1.38205542359344
0.80855112286711,0.99003410603912,-0.20154015774338
1.08547683193386,1.45155624807625,1.64964981805023
0.97762377661303,1.02301792975074,0.25726911894734
0.97762377661303,1.02301792975074,0.25726911894734
0.57277456536973,-2.19473271624850,0.62819632324048
-0.18052936689300,-0.84841173660875,0.30723154647846
0.42616217875208,1.33661278424078,1.07996435264969
0.16923846339089,0.24324427236466,0.76893270196411
-0.02407373605606,-0.55177443496658,1.21242320056089
0.03385902060764,0.14415538745138,0.67736280693148
0.28672390877294,-2.42852524663582,0.85810024192930
0.05509623295273,0.00757893972902,0.90372565318168
1.05545526003636,1.11108244548528,0.85205194193921
-1.19120825164294,0.80401268777716,-0.93310512329177
-1.02040531030430,0.74460351192131,-1.14891211297201
-0.78678351704170,0.56937173521147,-0.56940734868139
1.17345330710247,0.84132113087285,0.87208695236291
