1RESTING,3SPEAK,5LISTEN
-0.92417596129468,0.23968265079159,-0.08612268281344
0.31205871675945,1.22797622613878,0.14024645896952
0.54933573361561,2.43062536817449,2.61185937105872
0.37079700140549,-1.35260220142413,-0.08972329222502
-0.33459731613566,0.49937646161314,0.79774655520673
-1.24778102026082,0.42978465023913,-1.05052330902225
-0.06159147580149,1.64328813157281,0.44462342201660
-1.29687198872747,-1.04335313029931,-0.81172802559196
-0.22153178400225,-0.40958231040661,-0.19150969859402
-0.27193646867441,2.08385129371578,2.01289751707509
2.11793721791582,-0.00200809024883,-0.50609102909285
-1.38143244951894,0.02091807340658,0.23879327514862
-0.69622487137133,-0.67857239897156,-0.55433398529128
-0.63095700284412,-1.02266512212446,0.01262302573875
-0.17232294068101,1.02927023414671,-1.07672255069456
1.93350626861506,-0.64482383188291,-0.45130773971396
0.57328729338401,-0.26069366634743,-0.33337368339651
0.44333636357150,-0.06985063388193,0.72474119327531
-0.58906645017288,0.61256034972513,0.80724768644803
-0.41080362491565,0.20294572417771,0.41564327026824
0.34948062651997,0.89650399148235,0.19008973514523
0.15600818509599,0.98920820087725,-1.16172733875844
-0.51206218847162,-0.87172729032800,-0.52193640172531
-0.34909725751095,-1.45352712247331,-0.81144791250267
-1.32568771692618,0.49584426772828,-0.43444914192908
-0.46740247554039,-0.58583872581514,-0.39041302404082
-0.73019189609137,-0.10308149270210,0.15382596801528
-0.45393219828289,-0.52070823971519,0.51378632471259
3.09696547975241,-1.50919828681808,-0.75123515139701
0.50024824921333,0.35679456281495,1.10897766817785
-0.20093851525557,0.32152085086341,0.90091797001537
0.19064573337368,0.97333034594068,0.54470681975469
-0.25369843542678,-0.92024000487247,1.56216031966767
-0.13133119638756,-0.60457266697072,-0.58758688148950
0.06729348939374,-0.37056566293142,-0.00941965200888
0.83890814792057,0.85592755710339,-0.19167293909005
-0.88504048790109,-1.03582521331530,0.13894428014432
-1.22449516269766,0.42739971389385,-0.64993093000327
-0.30654179657911,-1.33698538889974,-0.78209946029757
2.64842076881656,-0.71525154202158,-0.23401802374033
0.15591946475516,1.15215288914517,0.32482990082514
0.58956970063575,3.10622488145924,-0.00412832900471
0.47300086962131,-0.04299306541730,-0.32942998405943
2.23532614385866,-0.88209725393552,3.04987146783634
2.22005846687656,-1.10545830753764,-0.71916340056126
-0.19205701039317,0.56911172249512,0.44974555666113
-0.19832863434840,-0.60556238601918,-0.84996464864283
-0.63269390492742,-0.54662287766376,-0.17494842418993
2.06977044474551,1.58296136255175,1.65947979071953
0.04922926731976,-0.18298331699587,-0.84875871292128
1.52569585529682,-0.49845479680749,1.62350572734064
0.07840981829530,0.52937404881951,-1.39536513588998
-0.68359646525149,-0.47152749759831,2.00363008179960
-0.56602692806569,0.23054099696741,-0.01073243585499
0.15004004268633,0.40175013567116,0.66462003394714
-0.55606243956376,1.85124724177258,2.34712649459736
-0.75302707740040,-0.93338764089302,-0.58225047877331
-1.22126845555737,-0.22002273794856,-1.45785431811177
-1.37051676822549,-1.20517289539211,-0.76633112374258
-0.52148905961120,-1.27002110624736,-1.60805724291291
-1.00389818312928,-0.97042460016517,0.31304154347370
-1.00389818312928,-0.97042460016517,0.31304154347370
0.09809319906450,2.05592021265248,-1.01449554114059
-0.36312028747120,1.50384732829608,-0.56161955542457
0.10202049982296,-0.71498557841754,-0.04029318231713
0.24879915943727,-0.02572265073441,-0.75651558543745
-0.06145654685170,0.25405840992999,-1.75956883321426
0.29472900301215,0.00550169570649,-0.14878301073320
-0.57998054430438,0.87878181253825,-1.38980120938552
-0.24012557230678,0.46579841727353,-1.06246887224830
-1.14232525740433,-0.51607678406836,-0.74537635628669
0.66663264585837,-0.87051381381120,0.16881338970501
2.22494297037423,-0.42413158355236,1.86070225527147
0.33267306407215,-0.98640848858660,0.68623575940104
-1.49355589167273,-1.36941480527759,-0.88119517161900
